customer_id,fact_type,noise_pct,position,expected_answer,model_answer,correct,verdict,context_n_char
cust_701,last_entity,0.0,inicio,ent_14,ent_14,True,correct,131
cust_701,last_entity,0.5,inicio,ent_14,ent_14,True,correct,579
cust_701,last_entity,0.5,meio,ent_14,ent_14,True,correct,549
cust_701,last_entity,0.5,fim,ent_14,ent_14,True,correct,556
cust_701,last_entity,0.9,inicio,ent_14,ent_14,True,correct,855
cust_701,last_entity,0.9,meio,ent_14,ent_14,True,correct,857
cust_701,last_entity,0.9,fim,ent_14,ent_14,True,correct,895
cust_202,last_entity,0.0,inicio,ent_15,ent_15,True,correct,131
cust_202,last_entity,0.5,inicio,ent_15,ent_35,False,hallucination,571
cust_202,last_entity,0.5,meio,ent_15,ent_15,True,correct,561
cust_202,last_entity,0.5,fim,ent_15,ent_15,True,correct,558
cust_202,last_entity,0.9,inicio,ent_15,ent_15,True,correct,842
cust_202,last_entity,0.9,meio,ent_15,ent_15,True,correct,869
cust_202,last_entity,0.9,fim,ent_15,ent_15,True,correct,861
cust_121,last_entity,0.0,inicio,ent_52,ent_52,True,correct,131
cust_121,last_entity,0.5,inicio,ent_52,ent_52,True,correct,556
cust_121,last_entity,0.5,meio,ent_52,ent_52,True,correct,555
cust_121,last_entity,0.5,fim,ent_52,ent_52,True,correct,569
cust_121,last_entity,0.9,inicio,ent_52,ent_52,True,correct,867
cust_121,last_entity,0.9,meio,ent_52,ent_8,False,hallucination,845
cust_121,last_entity,0.9,fim,ent_52,ent_52,True,correct,862
cust_798,last_entity,0.0,inicio,ent_47,ent_47,True,correct,131
cust_798,last_entity,0.5,inicio,ent_47,ent_47,True,correct,560
cust_798,last_entity,0.5,meio,ent_47,ent_47,True,correct,573
cust_798,last_entity,0.5,fim,ent_47,ent_47,True,correct,563
cust_798,last_entity,0.9,inicio,ent_47,ent_47,True,correct,873
cust_798,last_entity,0.9,meio,ent_47,ent_47,True,correct,853
cust_798,last_entity,0.9,fim,ent_47,ent_47,True,correct,868
cust_357,last_entity,0.0,inicio,ent_55,ent_55,True,correct,131
cust_357,last_entity,0.5,inicio,ent_55,ent_55,True,correct,583
cust_357,last_entity,0.5,meio,ent_55,ent_55,True,correct,587
cust_357,last_entity,0.5,fim,ent_55,ent_55,True,correct,568
cust_357,last_entity,0.9,inicio,ent_55,ent_55,True,correct,854
cust_357,last_entity,0.9,meio,ent_55,ent_55,True,correct,863
cust_357,last_entity,0.9,fim,ent_55,ent_55,True,correct,867
cust_329,last_entity,0.0,inicio,ent_19,ent_19,True,correct,131
cust_329,last_entity,0.5,inicio,ent_19,ent_19,True,correct,570
cust_329,last_entity,0.5,meio,ent_19,ent_19,True,correct,561
cust_329,last_entity,0.5,fim,ent_19,ent_19,True,correct,565
cust_329,last_entity,0.9,inicio,ent_19,ent_43,False,hallucination,878
cust_329,last_entity,0.9,meio,ent_19,ent_57,False,hallucination,881
cust_329,last_entity,0.9,fim,ent_19,ent_19,True,correct,874
cust_309,last_entity,0.0,inicio,ent_39,ent_39,True,correct,139
cust_309,last_entity,0.5,inicio,ent_39,ent_39,True,correct,573
cust_309,last_entity,0.5,meio,ent_39,ent_39,True,correct,563
cust_309,last_entity,0.5,fim,ent_39,ent_39,True,correct,579
cust_309,last_entity,0.9,inicio,ent_39,ent_39,True,correct,857
cust_309,last_entity,0.9,meio,ent_39,ent_39,True,correct,877
